,ski_resort,address,city,state,zipcode,sumt,drop,base,gondolas_and_trams,fastEight,highSpeedSixes,quadChairs,tripleChairs,doubleChairs,surfeLifts,totalRuns (acre),longestRun (miles),daysOpenLastYear,averageSnowfall (inches),projectedOpening,projectedClosing,NovSnow,DecSnow,JanSnow,FebSnow,MarSnow,AprSnow,child_season,junior_season,adult_season,child_weekday,junior_weekday,adult_weekday,senior_weekday,child_weekend,junior_weekend,adult_weekend,Url,beginner_runs,intermediate_runs,advanced_runs,expert_runs,epic,mountain_collective,ikon,indy,dec_mean_2_guests,dec_min_2_guests,dec_max_2_guests,jan_mean_2_guests,jan_min_2_guests,jan_max_2_guests,feb_mean_2_guests,feb_min_2_guests,feb_max_2_guests,mar_mean_2_guests,mar_min_2_guests,mar_max_2_guests,apr_mean_2_guests,apr_min_2_guests,apr_max_2_guests,may_mean_2_guests,may_min_2_guests,may_max_2_guests,dec_mean_4_guests,dec_min_4_guests,dec_max_4_guests,jan_mean_4_guests,jan_min_4_guests,jan_max_4_guests,feb_mean_4_guests,feb_min_4_guests,feb_max_4_guests,mar_mean_4_guests,mar_min_4_guests,mar_max_4_guests,apr_mean_4_guests,apr_min_4_guests,apr_max_4_guests,may_mean_4_guests,may_min_4_guests,may_max_4_guests,full_address,latitude,longitude,total_lifts
292,Timberline Lodge,Mountain Services Office,Timberline Lodge,Oregon,97028,8540,3690,6000,0.0,5.0,0.0,0.0,1.0,1.0,1.0,1415,2.0,305,550,November 11 2022,August 31 2023,24.0,91.0,69.0,76.0,68.0,59.0,419,519,799,419,33,46,49,39,29,55,https://www.onthesnow.com/oregon/timberline-lodge/ski-resort.html,0,0,0,0,0,0,0,0,208.02777777777774,119.0,375.0,245.17142857142858,110.0,719.0,224.85714285714286,127.0,355.0,276.1388888888889,127.0,1169.0,225.61111111111111,108.0,814.0,141.96428571428572,68.0,225.0,255.54285714285717,119.0,499.0,325.7714285714285,127.0,579.0,281.1142857142857,128.0,513.0,289.7428571428572,138.0,601.0,284.48571428571427,108.0,1015.0,176.66666669999998,68.0,556.0,"Mountain Services Office, Timberline Lodge, Oregon",45.3311281,-121.7110064,8.0
293,Titus Mountain,215 Johnson Rd.,Malone,New York,12953,2025,1200,825,0.0,0.0,0.0,0.0,2.0,4.0,2.0,150,2.0,101,150,December 17 2023,March 31 2024,2.0,20.0,38.0,40.0,28.0,0.6,399,429,549,399,29,34,39,29,39,44,https://www.onthesnow.com/new-york/titus-mountain/ski-resort.html,34,38,22,6,0,0,0,1,199.28571428571428,86.0,642.0,215.62857142857143,85.0,639.0,221.62857142857143,87.0,644.0,229.22857142857143,87.0,642.0,207.7142857142857,86.0,639.0,160.37037037037038,69.0,560.0,250.0857142857143,99.0,645.0,260.51428571428573,99.0,640.0,269.0,99.0,647.0,284.0,99.0,875.0,297.22857142857146,95.0,875.0,186.125,69.0,560.0,"215 Johnson Rd., Malone, New York",44.7736674,-74.248511,8.0
294,Toggenburg Mountain,P.O. Box 162,Fabius,New York,13063,2000,700,1300,0.0,0.0,0.0,0.0,1.0,1.0,3.0,85,0.4,0,130,December 16 2023,April 07 2024,0.0,0.0,15.0,16.0,7.0,0.0,45,55,35,45,55,35,49,39,29,55,https://www.onthesnow.com/new-york/toggenburg-mountain/ski-resort.html,0,0,0,0,0,0,0,0,175.5,67.0,400.0,165.2352941176471,67.0,334.0,175.71428571428572,70.0,326.0,190.85714285714286,87.0,351.0,200.7142857142857,95.0,400.0,186.1923076923077,44.0,467.0,287.17142857142863,111.0,755.0,265.54285714285714,109.0,638.0,290.7714285714285,111.0,755.0,286.7428571428572,111.0,755.0,306.62857142857143,110.0,755.0,255.952381,130.0,585.0,"P.O. Box 162, Fabius, New York",42.835066999999995,-75.98603220000001,5.0
295,Treetops,3962 Wilkinson Road,Gaylord,Michigan,49735,1345,225,1120,0.0,0.0,0.0,0.0,3.0,0.0,1.0,80,0.2,63,175,December 03 2023,April 09 2024,0.6,21.0,27.0,25.0,9.0,0.5,39,359,499,339,33,46,49,39,29,55,https://www.onthesnow.com/Michigan/treetops-resort/ski-resort.html,17,42,38,4,0,0,0,0,159.02857142857144,77.0,302.0,154.88571428571427,85.0,305.0,163.2,85.0,303.0,167.72222222222226,70.0,303.0,160.94444444444446,74.0,299.0,128.2592592592593,69.0,232.0,190.2647058823529,95.0,305.0,190.32352941176467,90.0,305.0,200.67647058823533,95.0,479.0,215.7142857142857,95.0,570.0,196.14285714285717,90.0,560.0,165.125,86.0,265.0,"3962 Wilkinson Road, Gaylord, Michigan",45.0312277,-84.59376440000001,4.0
296,Trollhaugen,2232 100th Avenue,Dresser,Wisconsin,54009,1200,260,920,0.0,0.0,0.0,2.0,0.0,2.0,5.0,86,0.5,0,50,October 20 2023,April 02 2024,3.0,14.0,12.0,15.0,8.0,3.0,400,500,490,42,54,42,49,42,54,42,https://www.onthesnow.com/wisconsin/trollhaugen/ski-resort.html,29,38,33,0,0,0,0,1,228.55882352941174,97.0,465.0,214.7352941176471,97.0,435.0,211.2647058823529,97.0,445.0,214.9142857142857,72.0,445.0,206.11428571428573,72.0,435.0,156.2592592592593,45.0,367.0,284.73529411764713,150.0,539.0,261.6764705882353,133.0,539.0,256.6060606060606,112.0,539.0,272.0571428571429,113.0,579.0,306.62857142857143,112.0,639.0,220.25,100.0,400.0,"2232 100th Avenue, Dresser, Wisconsin",45.351304600000006,-92.6180709,9.0
297,Tussey Mountain,P.O. Box 885,Boalsburg,Pennsylvania,16827,1750,520,1230,0.0,0.0,0.0,1.0,0.0,1.0,3.0,30,0.3,100,41,December 28 2023,March 26 2024,0.0,0.2,3.0,4.0,2.0,0.0,383,526,570,275,37,40,42,45,29,55,https://www.onthesnow.com/pennsylvania/tussey-mountain/ski-resort.html,27,53,20,0,0,0,0,1,199.35294117647058,84.0,900.0,171.5,81.0,900.0,176.72727272727272,82.0,900.0,204.7142857142857,78.0,900.0,230.57142857142856,76.0,900.0,221.57142857142856,82.0,1000.0,290.1764705882353,98.0,900.0,246.88571428571427,92.0,900.0,235.14705882352942,81.0,900.0,269.8285714285714,103.0,900.0,304.3142857142857,150.0,900.0,359.625,95.0,1000.0,"P.O. Box 885, Boalsburg, Pennsylvania",40.7756184,-77.79249920000001,5.0
298,Tyrol Basin,3487 Bohn Road,Mt. Horeb,Wisconsin,53572,1160,300,860,0.0,0.0,0.0,0.0,3.0,0.0,2.0,32,0.5,112,41,November 19 2023,March 26 2024,2.0,8.0,9.0,10.0,3.0,0.0,296,449,17,17,17,37,48,37,27,37,https://www.onthesnow.com/wisconsin/tyrol-basin/ski-resort.html,27,27,41,5,0,0,0,1,156.08333333333334,76.0,350.0,151.54285714285714,77.0,350.0,145.77142857142857,79.0,350.0,160.22222222222226,68.0,651.0,148.75,68.0,350.0,127.85714285714286,42.0,350.0,247.17142857142858,90.0,800.0,242.57142857142856,90.0,651.0,232.68571428571425,90.0,651.0,237.2,90.0,651.0,259.0571428571429,90.0,800.0,206.79166669999998,52.0,495.0,"3487 Bohn Road, Mt. Horeb, Wisconsin",43.0464128,-89.7805584,5.0
299,Vail,P.O. Box 7,Vail,Colorado,81658,11570,3450,8120,2.0,15.0,3.0,1.0,1.0,0.0,9.0,461,4.0,158,354,November 10 2023,April 21 2024,25.0,57.0,53.0,46.0,46.0,24.0,439,859,155,225,215,169,245,235,29,55,https://www.onthesnow.com/colorado/vail/ski-resort.html,23,35,40,2,1,0,0,0,260.47222222222223,127.0,458.0,326.6857142857143,109.0,621.0,342.8857142857143,161.0,717.0,338.8611111111111,164.0,717.0,331.8333333333333,108.0,790.0,127.625,70.0,210.0,421.4857142857143,154.0,900.0,542.5428571428571,160.0,1400.0,544.6571428571428,161.0,1400.0,462.1764705882353,242.0,1100.0,509.8484848484849,185.0,1815.0,206.7,85.0,477.0,"P.O. Box 7, Vail, Colorado",39.643324299999996,-106.37808009999999,31.0
300,Villa Olivia,1401 W. Lake St.,Bartlett,Illinois,60103,500,180,320,0.0,0.0,0.0,1.0,0.0,0.0,6.0,15,0.1,0,25,December 30 2023,March 03 2024,0.0,0.4,4.0,6.0,1.0,0.0,400,17,29,40,17,17,29,40,17,55,https://www.onthesnow.com/illinois/villa-olivia/ski-resort.html,0,0,0,0,0,0,0,0,169.52777777777774,52.0,600.0,152.97142857142856,52.0,690.0,156.57142857142858,52.0,600.0,155.22222222222226,52.0,600.0,173.47222222222226,50.0,600.0,140.04,59.0,403.0,238.37142857142857,95.0,650.0,231.22857142857143,82.0,690.0,222.74285714285716,85.0,600.0,237.34285714285718,87.0,600.0,244.3142857142857,86.0,600.0,218.5,77.0,403.0,"1401 W. Lake St., Bartlett, Illinois",42.0128119,-88.22015479999999,7.0
301,Waterville Valley,P.O. Box 540,Waterville Valley,New Hampshire,03215,4004,2020,1984,0.0,1.0,1.0,0.0,2.0,2.0,5.0,265,1.9,142,148,December 10 2023,April 15 2024,4.0,29.0,29.0,33.0,22.0,4.0,25,704,1171,737,33,46,49,39,29,55,https://www.onthesnow.com/new-hampshire/waterville-valley/ski-resort.html,16,56,24,3,0,0,0,1,234.32352941176467,83.0,616.0,225.41176470588238,89.0,748.0,232.14285714285717,89.0,677.0,243.77142857142857,89.0,645.0,217.0,89.0,573.0,169.5769230769231,71.0,375.0,273.8529411764706,127.0,592.0,267.6857142857143,126.0,746.0,288.22857142857146,89.0,850.0,306.3142857142857,127.0,850.0,288.8857142857143,103.0,850.0,200.66666669999998,85.0,470.0,"P.O. Box 540, Waterville Valley, New Hampshire",43.9500695,-71.49952040000001,11.0
302,Welch Village,Box 146,Welch,Minnesota,55089,1060,360,700,0.0,0.0,0.0,3.0,1.0,4.0,2.0,125,0.8,114,45,November 25 2023,March 26 2024,2.0,19.0,17.0,17.0,6.0,0.0,420,500,44,54,44,50,60,50,29,55,https://www.onthesnow.com/Minnesota/welch-village/ski-resort.html,0,0,0,0,0,0,0,0,134.42857142857142,67.0,350.0,126.11428571428571,65.0,230.0,132.0,67.0,240.0,134.05882352941177,67.0,223.0,141.08333333333334,65.0,345.0,98.51851851851852,48.0,159.0,162.0,90.0,396.0,176.54285714285714,90.0,395.0,167.71428571428572,95.0,398.0,169.8,78.0,398.0,175.28571428571428,78.0,525.0,158.625,90.0,325.0,"Box 146, Welch, Minnesota",44.5683003,-92.7385321,10.0
303,West Mountain,59 West Mountain Rd.,Glen Falls,New York,12804,1470,1010,460,0.0,0.0,0.0,0.0,1.0,2.0,2.0,105,0.6,0,80,December 23 2023,April 07 2024,0.0,4.0,8.0,17.0,18.0,0.0,699,799,899,799,35,39,49,35,45,49,https://www.onthesnow.com/new-york/west-mountain/ski-resort.html,0,0,0,0,0,0,0,1,168.75757575757575,60.0,331.0,169.0,59.0,331.0,165.66666666666666,60.0,301.0,173.54545454545453,60.0,331.0,178.8181818181818,59.0,295.0,154.38461538461542,64.0,298.0,266.15625,97.0,650.0,257.9032258064516,96.0,500.0,262.7878787878788,97.0,500.0,244.12121212121207,97.0,500.0,276.54545454545456,96.0,500.0,267.7272727,81.0,1250.0,"59 West Mountain Rd., Glen Falls, New York",43.2857666,-73.7240681,5.0
304,Whaleback,Enfield,Enfiled,New Hampshire,03748,1800,700,1100,0.0,0.0,0.0,0.0,0.0,1.0,3.0,60,1.0,105,110,December 26 2023,March 26 2024,0.0,6.0,13.0,18.0,8.0,0.0,150,225,275,200,33,25,30,25,29,35,https://www.onthesnow.com/new-hampshire/whalebk-mountain/ski-resort.html,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
305,White Pass,P.O. Box 3030,White Pass,Washington,98937,6550,2050,4500,0.0,2.0,0.0,1.0,1.0,2.0,2.0,30,2.5,148,400,December 01 2023,April 28 2024,5.0,62.0,72.0,78.0,57.0,30.0,25,539,859,25,5,49,69,5,5,49,https://www.onthesnow.com/washington/white-pass/ski-resort.html,0,0,0,0,0,0,0,1,212.05882352941174,127.0,422.0,223.82352941176467,130.0,438.0,223.82352941176467,131.0,451.0,218.64705882352942,132.0,391.0,212.6,129.0,388.0,148.8,99.0,276.0,237.3636363636364,130.0,425.0,264.71875,130.0,450.0,248.3030303030303,130.0,442.0,245.51515151515147,139.0,527.0,234.0625,119.0,546.0,180.375,116.0,350.0,"P.O. Box 3030, White Pass, Washington",46.63872569999999,-121.38952809999999,8.0
306,White Pine,P.O. Box 1420,Pinedale,Wyoming,82941,9500,1100,8400,0.0,0.0,0.0,0.0,2.0,0.0,0.0,370,0.4,0,150,December 01 2023,March 24 2024,0.5,22.0,17.0,19.0,14.0,0.2,350,420,485,420,6,36,49,36,6,28,https://www.onthesnow.com/Wyoming/white-pine-ski-area/ski-resort.html,0,0,0,0,0,0,0,0,175.05555555555554,83.0,427.0,168.71428571428572,83.0,424.0,184.3142857142857,83.0,427.0,160.55555555555554,73.0,427.0,152.86111111111111,73.0,295.0,192.67857142857144,90.0,1500.0,191.42857142857144,83.0,427.0,188.77142857142857,83.0,425.0,184.02857142857144,83.0,427.0,190.34285714285718,69.0,900.0,196.3142857142857,69.0,900.0,214.75,75.0,1500.0,"P.O. Box 1420, Pinedale, Wyoming",42.8678809,-109.86335009999999,2.0
307,Whitecap Mountain,9106 W County Road E,Upson,Wisconsin,54565,1750,400,1295,0.0,0.0,0.0,0.0,1.0,4.0,0.0,150,1.0,105,200,December 17 2023,March 26 2024,2.0,14.0,28.0,30.0,9.0,0.0,210,300,385,275,30,45,60,45,30,45,https://www.onthesnow.com/wisconsin/whitecap-mountain/ski-resort.html,33,28,28,12,0,0,0,0,195.33333333333331,75.0,520.0,191.9142857142857,75.0,520.0,209.34285714285718,75.0,520.0,210.33333333333331,75.0,470.0,188.11428571428573,75.0,456.0,202.32142857142856,72.0,454.0,230.0857142857143,75.0,520.0,246.74285714285716,75.0,571.0,243.22857142857143,75.0,520.0,241.17142857142858,75.0,470.0,225.88571428571427,75.0,456.0,211.08333330000002,80.0,454.0,"9106 W County Road E, Upson, Wisconsin",45.875468100000006,-91.3902363,5.0
308,Whiteface Mountain,Whiteface Mountain Route 86,Wilngton,New York,12997,4650,3430,1220,1.0,1.0,0.0,3.0,1.0,3.0,2.0,220,2.1,126,168,November 24 2023,April 16 2024,9.0,32.0,36.0,39.0,36.0,6.0,319,419,809,249,70,90,115,90,70,90,https://www.onthesnow.com/new-york/whitefe-mountain-resort/ski-resort.html,23,46,31,0,0,0,0,0,123.72727272727272,72.0,226.0,119.88571428571429,72.0,227.0,125.6,62.0,226.0,124.2,55.0,226.0,138.05882352941177,55.0,232.0,110.11764705882355,77.0,175.0,171.5151515151515,89.0,317.0,181.9375,88.0,394.0,178.8529411764706,89.0,317.0,174.14285714285714,55.0,305.0,215.33333333333331,108.0,560.0,170.6153846,95.0,236.0,"Whiteface Mountain Route 86, Wilngton, New York",44.296586,-74.004018,11.0
309,Whitefish Mountain,P.O. Box 1400,Whitefish,Montana,59937,6817,2353,4464,0.0,3.0,0.0,2.0,6.0,0.0,3.0,600,3.3,123,333,December 09 2023,April 07 2024,2.0,62.0,57.0,55.0,46.0,8.0,569,799,1399,1179,42,72,83,72,42,72,https://www.onthesnow.com/montana/whitefish-mountain-resort/ski-resort.html,0,0,0,0,0,0,0,0,197.33333333333331,85.0,410.0,236.74285714285716,94.0,600.0,227.34285714285718,95.0,600.0,240.05714285714282,88.0,509.0,223.68571428571425,97.0,550.0,181.92,90.0,500.0,224.68571428571425,118.0,500.0,272.38235294117646,96.0,600.0,269.1714285714286,96.0,600.0,280.6764705882353,96.0,612.0,295.6666666666667,96.0,606.0,224.4285714,102.0,500.0,"P.O. Box 1400, Whitefish, Montana",48.4106373,-114.3352652,14.0
310,Whitetail,13805 Blairs Valley Rd.,Mercersburg,Pennsylvania,17236,1800,935,865,0.0,1.0,0.0,3.0,0.0,2.0,2.0,120,1.0,116,40,December 26 2023,March 03 2024,0.0,5.0,12.0,7.0,3.0,0.0,439,859,490,61,69,46,79,71,29,55,https://www.onthesnow.com/pennsylvania/whitetail-resort/ski-resort.html,29,52,10,10,1,0,0,0,182.4,75.0,495.0,182.62857142857143,75.0,495.0,198.2121212121212,78.0,495.0,181.82352941176467,70.0,495.0,179.47058823529412,70.0,495.0,151.60714285714286,56.0,495.0,255.58823529411762,80.0,699.0,241.22857142857143,80.0,699.0,231.25714285714287,80.0,495.0,236.7352941176471,100.0,495.0,233.0909090909091,100.0,495.0,188.41666669999998,80.0,495.0,"13805 Blairs Valley Rd., Mercersburg, Pennsylvania",39.7418218,-77.9330813,8.0
311,Whusett,499 Mountain Road,Princeton,Masshusetts,01541-1105,2006,1000,1006,0.0,3.0,0.0,0.0,1.0,0.0,4.0,125,1.5,0,100,November 25 2023,April 07 2024,4.0,18.0,18.0,28.0,16.0,0.5,529,799,529,15,53,65,53,15,58,71,https://www.onthesnow.com/masshusetts/whusett-mountain-ski-area/ski-resort.html,0,0,0,0,0,0,0,0,172.30555555555554,73.0,305.0,183.62857142857143,75.0,450.0,184.28571428571428,75.0,450.0,159.94285714285715,59.0,520.0,168.2941176470588,75.0,450.0,142.07142857142858,69.0,280.0,247.84848484848484,125.0,630.0,245.3125,101.0,520.0,233.85294117647058,101.0,520.0,236.7647058823529,101.0,520.0,269.0,125.0,520.0,206.83333330000002,69.0,387.0,"499 Mountain Road, Princeton, Masshusetts",42.5029455,-71.88625959999999,8.0
312,Wild Mountain Ski Snowboard Area,P.O. Box 235,Taylors Falls,Minnesota,55084,1113,300,813,0.0,0.0,0.0,4.0,0.0,0.0,4.0,100,0.9,0,0,October 18 2023,April 01 2024,6.0,14.0,10.0,13.0,6.0,3.0,20,339,439,258,43,56,49,39,43,56,https://www.onthesnow.com/Minnesota/wild-mountain-ski-snowboard-area/ski-resort.html,31,35,31,4,0,0,0,0,232.70588235294116,97.0,539.0,208.08823529411762,95.0,519.0,201.29411764705884,97.0,539.0,213.42857142857144,97.0,539.0,206.28571428571428,97.0,519.0,152.39285714285714,45.0,367.0,267.9705882352941,152.0,539.0,258.15151515151507,133.0,519.0,249.11764705882354,134.0,539.0,251.28571428571428,113.0,539.0,278.9428571428571,112.0,639.0,235.25,107.0,400.0,"P.O. Box 235, Taylors Falls, Minnesota",45.401906200000006,-92.6524292,8.0
313,Wildcat Mountain,P.O. Box R,Jackson,New Hampshire,03846,4062,2112,1950,0.0,1.0,0.0,0.0,3.0,0.0,1.0,200,2.8,156,200,November 24 2022,April 16 2023,9.0,32.0,30.0,39.0,32.0,8.0,439,859,59,79,59,67,89,67,29,55,https://www.onthesnow.com/new-hampshire/wildcat-mountain/ski-resort.html,21,46,33,0,1,0,0,0,113.83333333333331,59.0,237.0,115.68571428571428,59.0,258.0,115.05714285714286,59.0,257.0,116.08333333333331,59.0,257.0,116.27777777777777,59.0,258.0,111.27272727272728,74.0,159.0,126.36,79.0,200.0,126.36,79.0,200.0,128.64,79.0,200.0,130.04166666666666,79.0,200.0,130.65384615384616,79.0,200.0,127.5,85.0,187.0,"P.O. Box R, Jackson, New Hampshire",44.14626129999999,-71.18509959999999,5.0
314,Willamette Pass,PO Box 5550,Eugene,Oregon,97405,6683,1563,5120,0.0,0.0,1.0,0.0,3.0,0.0,1.0,60,2.1,0,430,December 02 2022,May 14 2023,1.0,25.0,34.0,35.0,35.0,3.0,299,399,549,258,33,46,49,39,29,55,https://www.onthesnow.com/oregon/willamette-pass/ski-resort.html,21,45,10,24,0,0,0,0,133.41666666666666,66.0,264.0,128.25714285714287,74.0,259.0,133.05714285714285,66.0,260.0,140.33333333333334,66.0,305.0,148.38888888888889,65.0,305.0,82.22222222222223,50.0,120.0,208.2,90.0,492.0,208.94117647058826,105.0,508.0,217.37142857142857,90.0,522.0,227.5,106.0,485.0,253.625,106.0,700.0,175.5454545,120.0,281.0,"PO Box 5550, Eugene, Oregon",44.0520691,-123.08675359999998,5.0
315,Willard Mountain,PO Box 65,Greenwich,New York,12834,1415,505,910,0.0,0.0,0.0,0.0,0.0,2.0,3.0,35,0.4,85,80,December 16 2023,April 07 2024,0.0,4.0,5.0,11.0,7.0,0.0,438,481,516,259,42,46,42,46,29,55,https://www.onthesnow.com/new-york/willard-mountain/ski-resort.html,0,0,0,0,0,0,0,0,261.20588235294116,66.0,995.0,230.3636363636364,63.0,1075.0,254.125,68.0,995.0,237.11764705882354,59.0,995.0,241.11764705882354,59.0,995.0,224.39285714285717,45.0,779.0,288.54285714285714,99.0,995.0,293.73529411764713,99.0,1075.0,276.85714285714283,99.0,995.0,265.57142857142856,99.0,995.0,284.14285714285717,99.0,995.0,285.2916667,92.0,779.0,"PO Box 65, Greenwich, New York",40.70712899999999,-74.0136953,5.0
316,Wilmot Mountain,P.O. Box 427,Wilmot,Wisconsin,53192,1030,230,800,0.0,0.0,0.0,3.0,2.0,2.0,4.0,135,0.5,125,70,December 03 2023,March 17 2024,0.2,3.0,10.0,8.0,3.0,0.0,439,859,490,258,33,46,49,39,29,55,https://www.onthesnow.com/wisconsin/wilmot-mountain/ski-resort.html,33,33,33,0,1,0,0,0,212.3125,80.0,480.0,197.55882352941174,85.0,531.0,188.0909090909091,85.0,487.0,200.55882352941174,65.0,506.0,191.94285714285718,65.0,496.0,148.5,50.0,284.0,246.6969696969697,92.0,496.0,255.32352941176467,92.0,531.0,244.94117647058826,92.0,487.0,241.91176470588238,92.0,506.0,254.4,92.0,496.0,221.79166669999998,109.0,479.0,"P.O. Box 427, Wilmot, Wisconsin",42.513042600000006,-88.1825133,11.0
317,Windham Mountain,P.O. Box 459,Windham,New York,12496,3100,1600,1500,0.0,2.0,1.0,0.0,2.0,1.0,5.0,280,2.0,131,105,November 20 2023,April 07 2024,3.0,18.0,19.0,27.0,18.0,0.3,99,1599,1099,258,33,46,49,39,29,55,https://www.onthesnow.com/new-york/windham-mountain/ski-resort.html,20,48,19,13,0,0,1,0,305.0625,90.0,899.0,316.1875,98.0,1508.0,354.21875,158.0,1555.0,348.5,90.0,1555.0,316.40625,90.0,1508.0,158.19047619047618,90.0,241.0,381.5,143.0,899.0,352.4516129032258,169.0,703.0,362.9354838709677,173.0,707.0,413.53125,135.0,1555.0,371.53125,154.0,1508.0,210.3684211,92.0,490.0,"P.O. Box 459, Windham, New York",42.3073065,-74.2520875,11.0
318,Winter Park,P.O. Box 36,Winter Park,Colorado,80482,12060,3060,9000,1.0,7.0,2.0,0.0,4.0,6.0,5.0,313,4.9,158,360,October 31 2022,May 21 2023,35.0,65.0,58.0,52.0,56.0,45.0,149,179,169,121,179,157,49,39,29,55,https://www.onthesnow.com/colorado/winter-park-resort/ski-resort.html,24,21,48,7,0,0,1,0,151.31428571428572,98.0,266.0,211.54285714285717,90.0,475.0,217.4,83.0,475.0,218.57142857142856,83.0,475.0,176.38235294117646,83.0,323.0,100.07692307692308,70.0,142.0,222.3142857142857,108.0,400.0,310.57142857142856,111.0,685.0,288.1142857142857,95.0,720.0,305.4,101.0,575.0,264.54285714285714,109.0,548.0,152.3913043,79.0,250.0,"P.O. Box 36, Winter Park, Colorado",39.8916537,-105.76306240000001,25.0
319,Wintergreen,PO Box 706,Wintergreen,Virginia,22958,3515,1003,2512,0.0,0.0,2.0,1.0,1.0,1.0,0.0,129,1.0,107,34,December 23 2023,March 10 2024,0.7,1.0,6.0,7.0,3.0,0.0,529,699,529,258,54,64,54,39,74,94,https://www.onthesnow.com/virginia/wintergreen-resort/ski-resort.html,0,0,0,0,0,0,0,0,160.06060606060606,99.0,287.0,160.72727272727272,106.0,318.0,158.52941176470586,111.0,298.0,153.05882352941177,86.0,243.0,151.2058823529412,97.0,235.0,122.66666666666669,80.0,186.0,231.67647058823533,107.0,588.0,232.0606060606061,117.0,551.0,222.66666666666663,119.0,399.0,219.2121212121212,117.0,588.0,213.5757575757576,100.0,551.0,176.21428569999998,108.0,362.0,"PO Box 706, Wintergreen, Virginia",37.8848619,-78.89946719999998,5.0
320,Winterplace Ski,PO Box 1,Flat Top,West Virginia,25841,3600,603,2997,0.0,0.0,0.0,2.0,3.0,2.0,5.0,90,1.2,120,100,December 09 2023,March 10 2024,0.1,4.0,13.0,15.0,6.0,0.0,499,699,499,258,35,56,49,54,72,55,https://www.onthesnow.com/west-virginia/winterple-ski-resort/ski-resort.html,0,0,0,0,0,0,0,1,181.83333333333331,63.0,640.0,184.8,65.0,1080.0,242.7,81.0,920.0,221.4,72.0,780.0,168.41935483870967,71.0,620.0,129.03571428571428,66.0,538.0,231.8125,97.0,640.0,206.09375,95.0,526.0,235.5,96.0,760.0,226.72727272727272,96.0,690.0,206.33333333333331,99.0,620.0,175.95833330000002,91.0,538.0,"PO Box 1, Flat Top, West Virginia",37.5895616,-81.10676140000001,12.0
321,Wisp,296 Marsh Hill Road,McHenry,Maryland,21541,3115,700,2415,0.0,0.0,0.0,2.0,5.0,0.0,5.0,118,1.5,121,100,November 25 2023,March 25 2024,0.8,11.0,21.0,24.0,13.0,0.0,529,699,529,59,84,69,89,39,29,55,https://www.onthesnow.com/maryland/wisp/ski-resort.html,27,42,30,0,0,0,0,0,202.125,116.0,546.0,221.7647058823529,116.0,687.0,267.6363636363636,99.0,782.0,222.17142857142858,95.0,661.0,211.90625,84.0,827.0,141.7058823529412,75.0,244.0,244.5142857142857,117.0,546.0,259.5,116.0,687.0,274.91176470588243,116.0,782.0,259.6857142857143,116.0,661.0,258.7878787878788,116.0,827.0,174.0,96.0,255.0,"296 Marsh Hill Road, McHenry, Maryland",39.5567451,-79.36270379999998,12.0
322,Wolf Creek,P.O. Box 2800,Pagosa Springs,Colorado,81147,11904,1604,10300,0.0,3.0,0.0,1.0,2.0,1.0,3.0,5,2.0,164,430,November 04 2023,April 07 2024,41.0,83.0,71.0,78.0,63.0,8.0,490,962,1247,547,6,42,85,54,6,35,https://www.onthesnow.com/colorado/wolf-creek-ski-area/ski-resort.html,0,0,0,0,0,0,0,0,162.5,68.0,336.0,173.29411764705884,68.0,351.0,155.97142857142856,68.0,300.0,176.6,68.0,320.0,171.42857142857142,63.0,322.0,108.95454545454544,52.0,170.0,221.34285714285718,139.0,337.0,225.64705882352942,127.0,402.0,231.0,97.0,400.0,227.17142857142858,127.0,400.0,209.82352941176467,97.0,355.0,160.3,67.0,276.0,"P.O. Box 2800, Pagosa Springs, Colorado",37.26945,-107.00976170000001,10.0
323,Wolf Ridge Ski,578 Valey View Circle,Mars Hill,North Carolina,28754,4700,700,4000,0.0,0.0,0.0,1.0,0.0,1.0,2.0,65,0.6,0,65,November 25 2023,March 10 2024,0.0,3.0,11.0,8.0,0.7,0.0,5,700,5,258,37,47,49,39,56,76,https://www.onthesnow.com/north-carolina/wolf-ridge-ski-resort/ski-resort.html,27,60,13,0,0,0,0,0,159.77142857142857,59.0,335.0,158.28571428571428,59.0,325.0,156.25714285714287,59.0,296.0,165.80555555555554,59.0,326.0,157.14285714285714,59.0,285.0,140.13636363636363,62.0,285.0,223.9375,115.0,427.0,224.96969696969697,80.0,426.0,210.7878787878788,80.0,364.0,207.96969696969697,80.0,327.0,216.94285714285718,120.0,346.0,170.15789469999999,77.0,261.0,"578 Valey View Circle, Mars Hill, North Carolina",35.954704,-82.50881640000001,4.0
